СВОДКА ПО РАССЫЛКЕ
Дата отчета;13.02.2026 20:29 МСК

Показатель;Значение
Всего групп в базе;694
Успешно отправлено;458
Не удалось отправить (нет прав);41
Вышли из групп;301
Сейчас в группах (joined);198
Не вошли - истекшие ссылки;59
Не вошли - FloodWait (лимит Telegram);57
Не вошли - другие ошибки;8
В очереди (pending);71


УСПЕШНЫЕ ОТПРАВКИ
N;Группа;Город;Адрес;Ссылка на группу;Ссылка на сообщение;Дата и время отправки
272;Комсомольская ул, 15;https://t.me/+ZV1326-NaaMwODYy;;13.02.2026 16:50
273;Комсомольская ул, 17;https://t.me/+R42PP4Fg78ZlZjhi;;13.02.2026 16:50
274;Комсомольская ул, 9;https://t.me/+niKnFFRNIoNhNWMy;;13.02.2026 16:50
275;Комсомольская ул, 4;https://t.me/+4k95HxyH7vQzODUy;;13.02.2026 16:50
276;Комсомольская ул, 7;https://t.me/+sYcIWI3OAoE0MTEy;;13.02.2026 16:50
277;Кирова ул, 63 А;https://t.me/+l7wcRdoqHL01ZDFi;;13.02.2026 16:50
278;Кирова ул, 61/7 (Красноармейская ул, 7/61 );https://t.me/+Y9vtDLIdsm81Y2Uy;;13.02.2026 16:50
279;Кирова ул, 63;https://t.me/+gDtjwPtqZs02MzNi;;13.02.2026 16:50
280;Кирова ул, 57;https://t.me/+I-cIUWaleHNiMGIy;;13.02.2026 16:50
281;Кирова ул, 53;https://t.me/+Bnj1eRRYDb44NGEy;;13.02.2026 16:50
282;Кирова ул, 55;https://t.me/+3Q8T3bNr6IVlNGFi;;13.02.2026 16:50
283;Кирова ул, 51;https://t.me/+AgOvG123kl8yNGQy;;13.02.2026 16:50
284;Кирова ул, 45;https://t.me/+gnyziJaJMbw3NjUy;;13.02.2026 16:50
285;Кирова ул, 45 2;https://t.me/+6rnqlCxQ9xo0ZTcy;;13.02.2026 16:50
286;Кирова ул, 43 2;https://t.me/+L165ZIGIzANmZDA6;;13.02.2026 16:50
287;Кирова ул, 39 А;https://t.me/+0IcTL1g9kzk3MTgy;;13.02.2026 16:50
288;Кирова ул, 26;https://t.me/+wUebs4rKkQtiZjYy;;13.02.2026 16:51
289;Кирова ул, 37;https://t.me/+pBXRvKO6vohiNzIy;;13.02.2026 16:51
290;Кирова ул, 22;https://t.me/+0U40qZm4BRFlYmM6;;13.02.2026 16:51
291;Кирова ул, 18;https://t.me/+ssYmGOrZ_ro4OGFi;;13.02.2026 16:51
292;Кирова ул, 12;https://t.me/+E_vi-C7LbOpjZjQy;;13.02.2026 16:51
293;Кирова ул, 8;https://t.me/+yRhjorSG43U2Y2My;;13.02.2026 16:51
294;Кирова ул, 6;https://t.me/+tzqF6OJ0xLM1ZWVi;;13.02.2026 16:51
295;Калараш ул, 7;https://t.me/+xw8n3z_1D7M4ODBi;;13.02.2026 16:51
296;Калараш ул, 5;https://t.me/+nm4Fw46mLRozZjYy;;13.02.2026 16:51
297;Волковская ул, 49 А;https://t.me/+IMfPNXS51t5jNGZi;;13.02.2026 16:51
298;Волковская ул, 49;https://t.me/+o-VZD1fi9uU0MDdi;;13.02.2026 16:51
299;Волковская ул, 9;https://t.me/+3_VH7aMWZUo1NTVi;;13.02.2026 16:52
300;Власова ул, 4;https://t.me/+8b3BbdIKgV04MTUy;;13.02.2026 16:52
301;Тест;https://t.me/+n6N7T62_mzI3NDI6;;13.02.2026 16:54

Итого:;301
